country_name,iso3,date,year,month,electricity_demand_mwh,solar_generation_mwh,wind_generation_mwh,temperature_c,population_millions,gdp_usd,latitude,longitude,data_source,notes
Norway,NOR,2022-06-01,2022,6,11353.1,692.0,1307.0,19.06,5.4,"1,183,200",60.5,8.5,demo_v1,
Poland,POL,2015-10-01,2015,10,16264.5,,1862.6,7.17,37.8,"1,360,800",52.0,19.1,demo_v1,
United States,USA,2023-12-01,2023,12,639357.6,39923.3,21162.9,2.75,331.9,"34,328,400",39.8,-98.6,demo_v1,
United States,USA,2023-07-01,2023,7,448512.9,20841.7,62535.6,20.89,331.9,"34,322,400",39.8,-98.6,demo_v1,
Poland,POL,2017-11-01,2017,11,18154.5,,909.7,1.7,37.8,"1,390,800",52.0,19.1,demo_v1,
United States,USA,2021-10-01,2021,10,485781.5,10439.3,49126.7,8.69,331.9,"34,297,200",39.8,-98.6,demo_v1,
Poland,POL,2019-10-01,2019,10,18652.7,,2705.7,8.66,37.8,"1,418,400",52.0,19.1,demo_v1,
Germany,DEU,2023-06-01,2023,6,53667.8,1172.9,2646.4,22.0,83.2,"4,171,200",51.2,10.4,demo_v1,
Poland,POL,2018-06-01,2018,6,15492.7,,1361.7,23.32,37.8,"1,399,200",52.0,19.1,demo_v1,
Poland,POL,2015-03-01,2015,3,17267.7,648.5,2666.3,5.17,37.8,"1,352,400",52.0,19.1,demo_v1,
United States,USA,2023-10-01,2023,10,540245.6,9530.2,64093.2,14.98,331.9,"34,326,000",39.8,-98.6,demo_v1,
United States,USA,2021-07-01,2021,7,395990.9,26000.2,77604.2,22.59,331.9,"34,293,600",39.8,-98.6,demo_v1,
France,FRA,2020-05-01,2020,5,46939.6,,4107.8,,67.8,"3,856,800",46.2,2.2,demo_v1,
Norway,NOR,2021-10-01,2021,10,12796.4,1233.3,2442.9,10.14,5.4,"1,173,600",60.5,8.5,demo_v1,
France,FRA,2015-10-01,2015,10,42037.6,2902.5,2755.0,8.56,67.8,"3,790,800",46.2,2.2,demo_v1,
Spain,ESP,2016-05-01,2016,5,25069.5,,4388.8,14.72,47.4,"2,269,200",40.5,-3.7,demo_v1,
France,FRA,2016-02-01,2016,2,53995.3,1702.3,1022.3,-2.42,67.8,"3,795,600",46.2,2.2,demo_v1,
France,FRA,2023-11-01,2023,11,67457.9,2220.1,6787.1,2.8,67.8,"3,907,200",46.2,2.2,demo_v1,
United States,USA,2017-02-01,2017,2,476554.9,36981.1,26294.5,1.85,331.9,"34,230,000",39.8,-98.6,demo_v1,
United States,USA,2016-09-01,2016,9,384951.4,14737.8,35403.2,13.2,331.9,"34,224,000",39.8,-98.6,demo_v1,
Spain,ESP,2021-12-01,2021,12,38396.1,431.6,2547.3,-2.1,47.4,"2,349,600",40.5,-3.7,demo_v1,
Spain,ESP,2017-07-01,2017,7,23664.7,,4190.8,22.04,47.4,"2,286,000",40.5,-3.7,demo_v1,
Poland,POL,2015-04-01,2015,4,15961.1,1261.1,1565.5,9.6,37.8,"1,353,600",52.0,19.1,demo_v1,
Spain,ESP,2018-01-01,2018,1,33361.1,2078.8,2834.1,-1.9,47.4,"2,293,200",40.5,-3.7,demo_v1,
United States,USA,2015-06-01,2015,6,328065.5,,55832.1,19.07,331.9,"34,206,000",39.8,-98.6,demo_v1,
Poland,POL,2022-01-01,2022,1,280406.2,932.3,1837.6,0.16,37.8,"1,450,800",52.0,19.1,demo_v1,
Spain,ESP,2022-11-01,2022,11,37116.5,1821.1,3630.0,6.36,47.4,"2,362,800",40.5,-3.7,demo_v1,
Poland,POL,2015-06-01,2015,6,13538.5,242.5,1863.3,18.58,37.8,"1,356,000",52.0,19.1,demo_v1,
Poland,POL,2018-01-01,2018,1,19813.7,1361.4,1374.2,-0.4,37.8,"1,393,200",52.0,19.1,demo_v1,
Poland,POL,2016-05-01,2016,5,14310.0,212.1,538.3,12.73,37.8,"1,369,200",52.0,19.1,demo_v1,
United States,USA,2015-10-01,2015,10,407739.8,38532.1,27084.2,6.55,331.9,"34,210,800",39.8,-98.6,demo_v1,
Spain,ESP,2019-11-01,2019,11,33845.4,1495.3,4313.2,-0.28,47.4,"2,319,600",40.5,-3.7,demo_v1,
United States,USA,2015-08-01,2015,8,337734.4,12119.4,28874.2,,331.9,"34,208,400",39.8,-98.6,demo_v1,
Spain,ESP,2021-07-01,2021,7,25572.1,774.3,3487.6,22.09,47.4,"2,343,600",40.5,-3.7,demo_v1,
France,FRA,2016-05-01,2016,5,41308.6,1306.4,0.0,,67.8,"3,799,200",46.2,2.2,demo_v1,
USA,USA,2015-08-01,2015,8,315181.1,30266.9,47483.4,19.9,331.9,"34,208,400",39.8,-98.6,demo_v1,
Germany,DEU,2015-11-01,2015,11,51181.0,3018.1,1918.0,4.15,83.2,N/A,95.4,10.4,demo_v1,
Spain,ESP,2023-09-01,2023,9,31601.4,1545.5,2621.4,21.65,47.4,"2,374,800",40.5,-3.7,demo_v1,
Germany,DEU,2019-07-01,2019,7,44539.5,2248.1,2820.2,18.97,83.2,"4,114,800",51.2,10.4,demo_v1,
Norway,NOR,2021-12-01,2021,12,15870.2,766.3,881.1,-0.19,5.4,"1,176,000",60.5,8.5,demo_v1,
USA,USA,2016-03-01,2016,3,426814.5,33546.0,20362.5,1.73,331.9,"34,216,800",39.8,-98.6,demo_v1,
United States,USA,2017-05-01,2017,5,393004.2,10941.0,65381.8,18.41,331.9,"34,233,600",39.8,-98.6,demo_v1,
Poland,POL,2017-05-01,2017,5,15847.0,1339.8,2932.5,15.96,37.8,"1,383,600",52.0,19.1,demo_v1,
Poland,POL,2020-05-01,2020,5,17534.9,,88.0,18.04,37.8,"1,426,800",52.0,19.1,demo_v1,
France,FRA,2017-09-01,2017,9,42266.8,2055.2,6091.6,16.86,67.8,"3,818,400",46.2,2.2,demo_v1,
Norway,NOR,2022-02-01,2022,2,16120.3,1609.4,1894.8,1.98,5.4,"1,178,400",60.5,8.5,demo_v1,
United States,USA,2019-04-01,2019,4,475762.2,26903.6,40679.4,14.38,331.9,"34,261,200",39.8,-98.6,demo_v1,
Germany,DEU,2017-06-01,2017,6,42721.9,1497.0,7355.9,20.78,83.2,"4,084,800",51.2,10.4,demo_v1,
France,FRA,2016-11-01,2016,11,48900.7,,4484.5,1.91,67.8,"3,806,400",46.2,2.2,demo_v1,
Norway,NOR,2022-03-01,2022,3,14396.7,824.0,1632.2,1.84,5.4,"1,179,600",60.5,8.5,demo_v1,
Germany,DEU,2020-01-01,2020,1,64935.0,,4745.9,-1.84,83.2,"4,122,000",51.2,10.4,demo_v1,
United States,USA,2018-07-01,2018,7,367798.7,,79454.0,20.61,331.9,"34,250,400",39.8,-98.6,demo_v1,
France,FRA,2023-02-01,2023,2,67202.2,,4832.8,-1.67,67.8,"3,896,400",46.2,2.2,demo_v1,
Germany,DEU,2016-03-01,2016,3,51693.4,3728.5,8510.3,2.65,83.2,"4,066,800",51.2,10.4,demo_v1,
Spain,ESP,2022-01-01,2022,1,38764.4,,3631.0,-0.21,47.4,"2,350,800",40.5,-3.7,demo_v1,
United States,USA,2018-01-01,2018,1,513139.7,39771.1,59489.5,-0.57,331.9,"34,243,200",39.8,-98.6,demo_v1,
France,FRA,2018-09-01,2018,9,41906.1,,6692.8,16.76,67.8,"3,832,800",46.2,2.2,demo_v1,
Spain,ESP,2021-04-01,2021,4,32551.1,931.7,2665.5,10.19,47.4,"2,340,000",40.5,-3.7,demo_v1,
Poland,POL,2017-09-01,2017,9,15037.0,,2400.9,13.52,37.8,"1,388,400",52.0,19.1,demo_v1,
Spain,ESP,2020-08-01,2020,8,26656.2,,3793.8,18.22,47.4,"2,330,400",40.5,-3.7,demo_v1,
USA,USA,2016-07-01,2016,7,314933.9,21545.5,48728.9,20.84,331.9,"34,221,600",39.8,-98.6,demo_v1,
United States,USA,2022-06-01,2022,6,435025.0,16480.5,26363.3,18.01,331.9,"34,306,800",39.8,-98.6,demo_v1,
France,FRA,2021-05-01,2021,5,50283.5,2192.8,3895.5,15.85,67.8,"3,871,200",46.2,2.2,demo_v1,
France,FRA,2021-09-01,2021,9,50009.6,2377.6,3614.7,15.83,67.8,"3,876,000",46.2,2.2,demo_v1,
France,FRA,2017-04-01,2017,4,46663.8,2672.2,4255.0,9.15,67.8,"3,812,400",46.2,2.2,demo_v1,
France,FRA,2022-01-01,2022,1,69299.0,2167.4,4811.1,-3.04,67.8,"3,880,800",46.2,2.2,demo_v1,
Spain,ESP,2016-09-01,2016,9,24546.5,,2073.3,,47.4,"2,274,000",40.5,-3.7,demo_v1,
Spain,ESP,2021-01-01,2021,1,37127.1,,3188.0,-1.99,47.4,"2,336,400",40.5,-3.7,demo_v1,
France,FRA,2019-02-01,2019,2,57785.0,,5078.5,2.29,67.8,"3,838,800",46.2,2.2,demo_v1,
Poland,POL,2023-05-01,2023,5,239799.8,1095.5,1276.3,17.57,37.8,"1,470,000",52.0,19.1,demo_v1,
Germany,DEU,2019-02-01,2019,2,63760.9,4271.1,3822.3,2.64,83.2,"4,108,800",51.2,10.4,demo_v1,
Poland,POL,2016-09-01,2016,9,14890.5,919.0,518.3,14.03,37.8,"1,374,000",52.0,19.1,demo_v1,
Norway,NOR,2022-11-01,2022,11,15452.9,,2234.9,3.56,5.4,"1,189,200",60.5,8.5,demo_v1,
France,FRA,2018-07-01,2018,7,38247.5,2546.4,4492.6,22.62,67.8,"3,830,400",46.2,2.2,demo_v1,
Poland,POL,2023-04-01,2023,4,244989.8,879.0,2624.1,7.88,37.8,"1,468,800",52.0,19.1,demo_v1,
United States,USA,2017-04-01,2017,4,422426.4,43247.5,49352.4,8.37,331.9,"34,232,400",39.8,-98.6,demo_v1,
United States,USA,2020-07-01,2020,7,404687.0,13586.8,40306.3,23.26,331.9,"34,279,200",39.8,-98.6,demo_v1,
France,FRA,2019-06-01,2019,6,44307.5,,5759.2,19.44,67.8,"3,843,600",46.2,2.2,demo_v1,
France,FRA,2018-01-01,2018,1,54491.5,2218.4,7559.7,-2.74,67.8,"3,823,200",46.2,2.2,demo_v1,
France,FRA,2020-02-01,2020,2,61598.3,2029.2,4293.5,0.03,67.8,"3,853,200",46.2,2.2,demo_v1,
Norway,NOR,2022-05-01,2022,5,12445.9,635.0,2160.3,15.99,5.4,"1,182,000",60.5,8.5,demo_v1,
Poland,POL,2019-12-01,2019,12,21336.1,1102.6,2032.0,-3.29,37.8,"1,420,800",52.0,19.1,demo_v1,
Poland,POL,2019-07-01,2019,7,14410.2,1223.5,2068.3,25.58,37.8,"1,414,800",52.0,19.1,demo_v1,
Norway,NOR,2023-02-01,2023,2,16213.5,217.7,1604.6,1.87,5.4,"1,192,800",60.5,8.5,demo_v1,
France,FRA,2018-04-01,2018,4,49128.4,2631.1,6918.0,8.46,67.8,"3,826,800",46.2,2.2,demo_v1,
United States,USA,2018-11-01,2018,11,505370.9,,30913.0,5.62,331.9,"34,255,200",39.8,-98.6,demo_v1,
United States,USA,2017-06-01,2017,6,351819.4,14412.0,45488.9,20.42,331.9,"34,234,800",39.8,-98.6,demo_v1,
Spain,ESP,2015-05-01,2015,5,23220.8,2340.8,1475.1,15.78,47.4,"2,254,800",40.5,-3.7,demo_v1,
France,FRA,2020-07-01,2020,7,44780.2,1974.3,6264.7,26.11,67.8,"3,859,200",46.2,2.2,demo_v1,
Spain,ESP,2019-07-01,2019,7,25287.9,,4362.9,19.7,47.4,"2,314,800",40.5,-3.7,demo_v1,
Germany,DEU,2021-04-01,2021,4,61153.3,3300.1,4805.3,8.84,83.2,"4,140,000",51.2,10.4,demo_v1,
United States,USA,2019-09-01,2019,9,418863.8,9171.3,44669.7,15.8,331.9,"34,267,200",39.8,-98.6,demo_v1,
Poland,POL,2022-10-01,2022,10,251819.7,968.2,3347.7,10.43,37.8,"1,461,600",52.0,19.1,demo_v1,
Germany,DEU,2015-07-01,2015,7,37963.3,2048.5,0.0,20.92,83.2,"4,057,200",51.2,10.4,demo_v1,
Spain,ESP,2015-11-01,2015,11,28969.3,,2890.4,7.1,47.4,"2,262,000",40.5,-3.7,demo_v1,
France,FRA,2023-12-01,2023,12,68997.9,5809.8,6392.1,-1.39,67.8,"3,908,400",46.2,2.2,demo_v1,
Germany,DEU,2023-03-01,2023,3,65615.4,1243.3,6915.9,3.62,83.2,"4,167,600",51.2,10.4,demo_v1,
Spain,ESP,2017-09-01,2017,9,25474.3,,2863.8,14.2,47.4,"2,288,400",40.5,-3.7,demo_v1,
Germany,DEU,2023-10-01,2023,10,64214.1,894.9,4002.4,11.97,83.2,"4,176,000",51.2,10.4,demo_v1,
France,FRA,2015-11-01,2015,11,48444.4,1916.7,5619.7,2.06,67.8,"3,792,000",46.2,2.2,demo_v1,
France,FRA,2023-03-01,2023,3,64780.4,1950.7,4531.1,5.96,67.8,"3,897,600",46.2,2.2,demo_v1,
France,FRA,2015-05-01,2015,5,37953.1,,4262.0,17.21,67.8,"3,784,800",46.2,2.2,demo_v1,
United States,USA,2023-06-01,2023,6,449095.3,13353.2,37067.7,21.34,331.9,"34,321,200",39.8,-98.6,demo_v1,
Spain,ESP,2022-08-01,2022,8,28756.4,,1566.3,17.48,47.4,"2,359,200",40.5,-3.7,demo_v1,
Germany,DEU,2016-08-01,2016,8,40470.9,1943.1,4330.8,23.44,83.2,"4,072,800",51.2,10.4,demo_v1,
Poland,POL,2023-12-01,2023,12,292787.4,714.3,1930.0,1.67,37.8,"1,478,400",52.0,19.1,demo_v1,
Poland,POL,2021-03-01,2021,3,254331.6,,1245.4,5.49,37.8,"1,438,800",52.0,19.1,demo_v1,
Poland,POL,2020-02-01,2020,2,21509.7,,1997.7,,37.8,"1,423,200",52.0,19.1,demo_v1,
Germany,DEU,2015-08-01,2015,8,38992.0,,1162.9,19.44,83.2,"4,058,400",51.2,10.4,demo_v1,
France,FRA,2019-05-01,2019,5,44902.2,,3098.4,12.96,67.8,"3,842,400",46.2,2.2,demo_v1,
Poland,POL,2017-07-01,2017,7,13814.0,445.3,1514.3,21.78,37.8,"1,386,000",52.0,19.1,demo_v1,
Germany,DEU,2018-11-01,2018,11,57811.3,2969.2,7861.9,5.36,83.2,"4,105,200",51.2,10.4,demo_v1,
Poland,POL,2023-09-01,2023,9,223895.6,,820.0,15.98,37.8,"1,474,800",52.0,19.1,demo_v1,
Spain,ESP,2023-02-01,2023,2,41205.7,1484.0,1477.1,2.5,47.4,"2,366,400",40.5,-3.7,demo_v1,
USA,USA,2016-04-01,2016,4,386031.5,9954.7,51641.7,15.14,331.9,"34,218,000",39.8,-98.6,demo_v1,
United States,USA,2018-04-01,2018,4,452265.8,21977.0,36644.7,14.06,331.9,"34,246,800",39.8,-98.6,demo_v1,
United States,USA,2016-12-01,2016,12,489399.8,25567.4,9688.5,3.3,331.9,"34,227,600",39.8,-98.6,demo_v1,
Poland,POL,2018-07-01,2018,7,13713.8,,1108.6,16.44,37.8,"1,400,400",52.0,19.1,demo_v1,
Spain,ESP,2021-09-01,2021,9,29495.4,1228.3,249.7,13.7,47.4,"2,346,000",40.5,-3.7,demo_v1,
Spain,ESP,2015-02-01,2015,2,27497.1,1539.9,2771.2,-0.17,47.4,"2,251,200",40.5,-3.7,demo_v1,
Poland,POL,2019-08-01,2019,8,15816.6,1212.4,1445.0,21.83,37.8,"1,416,000",52.0,19.1,demo_v1,
France,FRA,2016-04-01,2016,4,42662.9,,7833.5,4.36,67.8,"3,798,000",46.2,2.2,demo_v1,
USA,USA,2016-02-01,2016,2,463340.6,,27484.6,-1.07,331.9,"34,215,600",39.8,-98.6,demo_v1,
France,FRA,2022-08-01,2022,8,46590.9,,3129.5,16.44,67.8,"3,889,200",46.2,2.2,demo_v1,
Poland,POL,2023-08-01,2023,8,217728.6,328.4,1104.8,19.57,37.8,"1,473,600",52.0,19.1,demo_v1,
Germany,DEU,2015-03-01,2015,3,48712.3,2212.6,6162.4,4.71,83.2,"4,052,400",51.2,10.4,demo_v1,
Poland,POL,2021-04-01,2021,4,238630.1,849.2,1083.0,10.05,37.8,"1,440,000",52.0,19.1,demo_v1,
Norway,NOR,2021-07-01,2021,7,10434.6,,2778.8,19.58,5.4,"1,170,000",60.5,8.5,demo_v1,
Germany,DEU,2017-05-01,2017,5,44124.3,,5037.3,13.89,83.2,"4,083,600",51.2,10.4,demo_v1,
United States,USA,2023-11-01,2023,11,580645.5,25593.4,36553.4,4.7,331.9,"34,327,200",39.8,-98.6,demo_v1,
Germany,DEU,2016-09-01,2016,9,43658.1,,5822.7,15.76,83.2,"4,074,000",51.2,10.4,demo_v1,
Germany,DEU,2017-08-01,2017,8,41246.2,2609.9,0.0,22.09,83.2,"4,087,200",51.2,10.4,demo_v1,
United States,USA,2020-05-01,2020,5,424703.7,10949.1,28474.8,,331.9,"34,276,800",39.8,-98.6,demo_v1,
Poland,POL,2017-03-01,2017,3,17421.5,1226.9,1059.9,-1.05,37.8,"1,381,200",52.0,19.1,demo_v1,
United States,USA,2019-02-01,2019,2,530705.5,16920.8,31294.4,-0.5,331.9,"34,258,800",39.8,-98.6,demo_v1,
Germany,DEU,2021-10-01,2021,10,58504.7,2906.7,4945.0,8.01,83.2,"4,147,200",51.2,10.4,demo_v1,
United States,USA,2020-08-01,2020,8,416651.4,16651.3,42722.1,18.74,331.9,"34,280,400",39.8,-98.6,demo_v1,
Poland,POL,2020-01-01,2020,1,23282.5,,2263.4,-2.73,37.8,"1,422,000",52.0,19.1,demo_v1,
Germany,DEU,2015-10-01,2015,10,46574.5,3655.1,3505.6,9.78,83.2,"4,060,800",51.2,10.4,demo_v1,
Poland,POL,2015-02-01,2015,2,17493.7,422.1,677.1,-3.27,37.8,"1,351,200",52.0,19.1,demo_v1,
Poland,POL,2022-08-01,2022,8,200743.0,,1218.1,24.74,37.8,"1,459,200",52.0,19.1,demo_v1,
France,FRA,2020-03-01,2020,3,58194.6,2378.8,5772.0,2.22,67.8,"3,854,400",46.2,2.2,demo_v1,
Norway,NOR,2021-11-01,2021,11,14675.8,,2541.3,,5.4,"1,174,800",60.5,8.5,demo_v1,
United States,USA,2016-02-01,2016,2,453198.7,,79446.4,0.58,331.9,"34,215,600",39.8,-98.6,demo_v1,
France,FRA,2017-03-01,2017,3,48505.0,,3940.0,-0.15,67.8,"3,811,200",46.2,2.2,demo_v1,
Germany,DEU,2023-07-01,2023,7,52678.2,532.2,8285.6,23.2,83.2,"4,172,400",51.2,10.4,demo_v1,
Spain,ESP,2019-10-01,2019,10,29680.6,1338.3,2437.8,10.33,47.4,"2,318,400",40.5,-3.7,demo_v1,
United States,USA,2023-08-01,2023,8,456105.9,,57759.8,,331.9,"34,323,600",39.8,-98.6,demo_v1,
Spain,ESP,2023-07-01,2023,7,29069.8,1439.4,1780.6,23.58,47.4,"2,372,400",40.5,-3.7,demo_v1,
Poland,POL,2017-10-01,2017,10,16837.9,424.5,1746.9,13.27,37.8,"1,389,600",52.0,19.1,demo_v1,
Poland,POL,2017-05-01,2017,5,15847.0,1339.8,2932.5,15.96,37.8,"1,383,600",52.0,19.1,demo_v1,
France,FRA,2017-12-01,2017,12,55099.3,0.0,5491.3,-3.38,67.8,"3,822,000",46.2,2.2,demo_v1,
Germany,DEU,2020-02-01,2020,2,64142.1,4562.2,4896.9,-4.79,83.2,N/A,51.2,10.4,demo_v1,
Spain,ESP,2019-09-01,2019,9,27754.4,490.6,4772.3,11.19,47.4,"2,317,200",40.5,-3.7,demo_v1,
United States,USA,2017-08-01,2017,8,356169.5,17142.1,48221.0,17.94,331.9,"34,237,200",39.8,-98.6,demo_v1,
France,FRA,2015-08-01,2015,8,37157.8,1207.0,447.3,20.27,67.8,"3,788,400",46.2,2.2,demo_v1,
Germany,DEU,2022-02-01,2022,2,70242.1,3811.7,9781.8,-0.79,83.2,"4,152,000",51.2,10.4,demo_v1,
Germany,DEU,2019-01-01,2019,1,65130.3,3006.7,6291.2,-0.44,83.2,N/A,51.2,10.4,demo_v1,
Poland,POL,2018-04-01,2018,4,17264.7,555.3,1733.5,10.91,37.8,N/A,52.0,19.1,demo_v1,
France,FRA,2017-05-01,2017,5,42024.3,,3997.0,14.89,67.8,"3,813,600",46.2,2.2,demo_v1,
France,FRA,2017-02-01,2017,2,53776.6,2907.7,1473.1,-0.26,67.8,"3,810,000",46.2,2.2,demo_v1,
Poland,POL,2018-05-01,2018,5,15159.4,552.6,871.8,17.49,37.8,"1,398,000",52.0,19.1,demo_v1,
Poland,POL,2016-08-01,2016,8,14322.6,656.9,696.1,17.76,37.8,"1,372,800",52.0,19.1,demo_v1,
United States,USA,2017-01-01,2017,1,478757.9,29565.5,45977.7,0.82,331.9,"34,228,800",39.8,-98.6,demo_v1,
